slope,vibration,moisture
16,0.0009,46
16,0.0009,48
16,0.0009,51
16,0.0009,55
16,0.0009,60
16,0.0009,65
16,0.0009,70
16,0.0009,75
16,0.0009,80
16,0.0009,85
16,0.0009,90
16,0.0009,95
16,0.0009,100
16,0.0012,0
16,0.0012,0
16,0.0012,0
16,0.0012,0
16,0.0012,10
16,0.0012,10
16,0.0012,10
16,0.0012,10
16,0.0012,15
16,0.0012,15
16,0.0012,16
16,0.0012,17
16,0.0012,20
16,0.0012,23
16,0.0012,25
16,0.0012,30
16,0.0012,32
16,0.0012,35
16,0.0012,37
16,0.0012,39
16,0.0012,43
16,0.0012,46
16,0.0012,48
16,0.0012,51
16,0.0012,55
16,0.0012,60
16,0.0012,65
16,0.0012,70
16,0.0012,75
16,0.0012,80
16,0.0012,85
16,0.0012,90
16,0.0012,95
16,0.0012,100
16,0.0017,0
16,0.0017,0
16,0.0017,0
16,0.0017,0
16,0.0017,10
16,0.0017,10
16,0.0017,10
16,0.0017,10
16,0.0017,15
16,0.0017,15
16,0.0017,16
16,0.0017,17
16,0.0017,20
16,0.0017,23
16,0.0017,25
16,0.0017,30
16,0.0017,32
16,0.0017,35
16,0.0017,37
16,0.0017,39
16,0.0017,43
16,0.0017,46
16,0.0017,48
16,0.0017,51
16,0.0017,55
16,0.0017,60
16,0.0017,65
16,0.0017,70
16,0.0017,75
16,0.0017,80
16,0.0017,85
16,0.0017,90
16,0.0017,95
16,0.0017,100
16,0.0025,0
16,0.0025,0
16,0.0025,0
16,0.0025,0
16,0.0025,10
16,0.0025,10
16,0.0025,10
16,0.0025,10
16,0.0025,15
16,0.0025,15
16,0.0025,16
16,0.0025,17
16,0.0025,20
16,0.0025,23
16,0.0025,25
16,0.0025,30
16,0.0025,32
16,0.0025,35
16,0.0025,37
16,0.0025,39
16,0.0025,43
16,0.0025,46
16,0.0025,48
16,0.0025,51
16,0.0025,55
16,0.0025,60
16,0.0025,65
16,0.0025,70
16,0.0025,75
16,0.0025,80
16,0.0025,85
16,0.0025,90
16,0.0025,95
16,0.0025,100
16,0.003,0
16,0.003,0
16,0.003,0
16,0.003,0
16,0.003,10
16,0.003,10
16,0.003,10
16,0.003,10
16,0.003,15
16,0.003,15
16,0.003,16
16,0.003,17
16,0.003,20
16,0.003,23
16,0.003,25
16,0.003,30
16,0.003,32
16,0.003,35
16,0.003,37
16,0.003,39
16,0.003,43
16,0.003,46
16,0.003,48
16,0.003,51
16,0.003,55
16,0.003,60
16,0.003,65
16,0.003,70
16,0.003,75
16,0.003,80
16,0.003,85
16,0.003,90
16,0.003,95
16,0.003,100
16,0.006,0
16,0.006,0
16,0.006,0
16,0.006,0
16,0.006,10
16,0.006,10
16,0.006,10
16,0.006,10
16,0.006,15
16,0.006,15
16,0.006,16
16,0.006,17
16,0.006,20
16,0.006,23
16,0.006,25
16,0.006,30
16,0.006,32
16,0.006,35
16,0.006,37
16,0.006,39
16,0.006,43
16,0.006,46
16,0.006,48
16,0.006,51
16,0.006,55
16,0.006,60
16,0.006,65
16,0.006,70
16,0.006,75
16,0.006,80
16,0.006,85
16,0.006,90
16,0.006,95
16,0.006,100
16,0.01,0
16,0.01,0
16,0.01,0
16,0.01,0
16,0.01,10
16,0.01,10
16,0.01,10
16,0.01,10
16,0.01,15
16,0.01,15
16,0.01,16
16,0.01,17
16,0.01,20
16,0.01,23
16,0.01,25
16,0.01,30
16,0.01,32
16,0.01,35
16,0.01,37
16,0.01,39
16,0.01,43
16,0.01,46
16,0.01,48
16,0.01,51
16,0.01,55
16,0.01,60
16,0.01,65
16,0.01,70
16,0.01,75
16,0.01,80
16,0.01,85
16,0.01,90
16,0.01,95
16,0.01,100
16,0.03,0
16,0.03,0
16,0.03,0
16,0.03,0
16,0.03,10
16,0.03,10
16,0.03,10
16,0.03,10
16,0.03,15
16,0.03,15
16,0.03,16
16,0.03,17
16,0.03,20
16,0.03,23
16,0.03,25
16,0.03,30
16,0.03,32
16,0.03,35
16,0.03,37
16,0.03,39
16,0.03,43
16,0.03,46
16,0.03,48
16,0.03,51
16,0.03,55
16,0.03,60
16,0.03,65
16,0.03,70
16,0.03,75
16,0.03,80
16,0.03,85
16,0.03,90
16,0.03,95
16,0.03,100
16,0.05,0
16,0.05,0
16,0.05,0
16,0.05,0
16,0.05,10
16,0.05,10
16,0.05,10
16,0.05,10
16,0.05,15
16,0.05,15
16,0.05,16
16,0.05,17
16,0.05,20
16,0.05,23
16,0.05,25
16,0.05,30
16,0.05,32
16,0.05,35
16,0.05,37
16,0.05,39
16,0.05,43
16,0.05,46
16,0.05,48
16,0.05,51
16,0.05,55
16,0.05,60
16,0.05,65
16,0.05,70
16,0.05,75
16,0.05,80
16,0.05,85
16,0.05,90
16,0.05,95
16,0.05,100
16,0.1,0
16,0.1,0
16,0.1,0
16,0.1,0
16,0.1,10
16,0.1,10
16,0.1,10
16,0.1,10
16,0.1,15
16,0.1,15
16,0.1,16
16,0.1,17
16,0.1,20
16,0.1,23
16,0.1,25
16,0.1,30
16,0.1,32
16,0.1,35
16,0.1,37
16,0.1,39
16,0.1,43
16,0.1,46
16,0.1,48
16,0.1,51
16,0.1,55
16,0.1,60
16,0.1,65
16,0.1,70
16,0.1,75
16,0.1,80
16,0.1,85
16,0.1,90
16,0.1,95
16,0.1,100
16,0.25,0
16,0.25,0
16,0.25,0
16,0.25,0
16,0.25,10
16,0.25,10
16,0.25,10
16,0.25,10
16,0.25,15
16,0.25,15
16,0.25,16
16,0.25,17
16,0.25,20
16,0.25,23
16,0.25,25
16,0.25,30
16,0.25,32
16,0.25,35
16,0.25,37
16,0.25,39
16,0.25,43
16,0.25,46
16,0.25,48
16,0.25,51
16,0.25,55
16,0.25,60
16,0.25,65
16,0.25,70
16,0.25,75
16,0.25,80
16,0.25,85
16,0.25,90
16,0.25,95
16,0.25,100
16,0.4,0
16,0.4,0
16,0.4,0
16,0.4,0
16,0.4,10
16,0.4,10
16,0.4,10
16,0.4,10
16,0.4,15
16,0.4,15
16,0.4,16
16,0.4,17
16,0.4,20
16,0.4,23
16,0.4,25
16,0.4,30
16,0.4,32
16,0.4,35
16,0.4,37
16,0.4,39
16,0.4,43
16,0.4,46
16,0.4,48
16,0.4,51
16,0.4,55
16,0.4,60
16,0.4,65
16,0.4,70
16,0.4,75
16,0.4,80
16,0.4,85
16,0.4,90
16,0.4,95
16,0.4,100
16,0.55,0
16,0.55,0
16,0.55,0
16,0.55,0
16,0.55,10
16,0.55,10
16,0.55,10
16,0.55,10
16,0.55,15
16,0.55,15
16,0.55,16
16,0.55,17
16,0.55,20
16,0.55,23
16,0.55,25
16,0.55,30
16,0.55,32
16,0.55,35
16,0.55,37
16,0.55,39
16,0.55,43
16,0.55,46
16,0.55,48
16,0.55,51
16,0.55,55
16,0.55,60
16,0.55,65
16,0.55,70
16,0.55,75
16,0.55,80
16,0.55,85
16,0.55,90
16,0.55,95
16,0.55,100
16,0.7,0
16,0.7,0
16,0.7,0
16,0.7,0
16,0.7,10
16,0.7,10
16,0.7,10
16,0.7,10
16,0.7,15
16,0.7,15
16,0.7,16
16,0.7,17
16,0.7,20
16,0.7,23
16,0.7,25
16,0.7,30
16,0.7,32
16,0.7,35
16,0.7,37
16,0.7,39
16,0.7,43
16,0.7,46
16,0.7,48
16,0.7,51
16,0.7,55
16,0.7,60
16,0.7,65
16,0.7,70
16,0.7,75
16,0.7,80
16,0.7,85
16,0.7,90
16,0.7,95
16,0.7,100
16,0.85,0
16,0.85,0
16,0.85,0
16,0.85,0
16,0.85,10
16,0.85,10
16,0.85,10
16,0.85,10
16,0.85,15
16,0.85,15
16,0.85,16
16,0.85,17
16,0.85,20
16,0.85,23
16,0.85,25
16,0.85,30
16,0.85,32
16,0.85,35
16,0.85,37
16,0.85,39
16,0.85,43
16,0.85,46
16,0.85,48
16,0.85,51
16,0.85,55
16,0.85,60
16,0.85,65
16,0.85,70
16,0.85,75
16,0.85,80
16,0.85,85
16,0.85,90
16,0.85,95
16,0.85,100
16,1,0
16,1,0
16,1,0
16,1,0
16,1,10
16,1,10
16,1,10
16,1,10
16,1,15
16,1,15
16,1,16
16,1,17
16,1,20
16,1,23
16,1,25
16,1,30
16,1,32
16,1,35
16,1,37
16,1,39
16,1,43
16,1,46
16,1,48
16,1,51
16,1,55
16,1,60
16,1,65
16,1,70
16,1,75
16,1,80
16,1,85
16,1,90
16,1,95
16,1,100
16,1.2,0
16,1.2,0
16,1.2,0
16,1.2,0
16,1.2,10
16,1.2,10
16,1.2,10
16,1.2,10
16,1.2,15
16,1.2,15
16,1.2,16
16,1.2,17
16,1.2,20
16,1.2,23
16,1.2,25
16,1.2,30
16,1.2,32
16,1.2,35
16,1.2,37
16,1.2,39
16,1.2,43
16,1.2,46
16,1.2,48
16,1.2,51
16,1.2,55
16,1.2,60
16,1.2,65
16,1.2,70
16,1.2,75
16,1.2,80
16,1.2,85
16,1.2,90
16,1.2,95
16,1.2,100
16,1.4,0
16,1.4,0
16,1.4,0
16,1.4,0
16,1.4,10
16,1.4,10
16,1.4,10
16,1.4,10
16,1.4,15
16,1.4,15
16,1.4,16
16,1.4,17
16,1.4,20
16,1.4,23
16,1.4,25
16,1.4,30
16,1.4,32
16,1.4,35
16,1.4,37
16,1.4,39
16,1.4,43
16,1.4,46
16,1.4,48
16,1.4,51
16,1.4,55
16,1.4,60
16,1.4,65
16,1.4,70
16,1.4,75
16,1.4,80
16,1.4,85
16,1.4,90
16,1.4,95
16,1.4,100
16,1.6,0
16,1.6,0
16,1.6,0
16,1.6,0
16,1.6,10
16,1.6,10
16,1.6,10
16,1.6,10
16,1.6,15
16,1.6,15
16,1.6,16
16,1.6,17
16,1.6,20
16,1.6,23
16,1.6,25
16,1.6,30
16,1.6,32
16,1.6,35
16,1.6,37
16,1.6,39
16,1.6,43
16,1.6,46
16,1.6,48
16,1.6,51
16,1.6,55
16,1.6,60
16,1.6,65
16,1.6,70
16,1.6,75
16,1.6,80
16,1.6,85
16,1.6,90
16,1.6,95
16,1.6,100
16,1.8,0
16,1.8,0
16,1.8,0
16,1.8,0
16,1.8,10
16,1.8,10
16,1.8,10
16,1.8,10
16,1.8,15
16,1.8,15
16,1.8,16
16,1.8,17
16,1.8,20
16,1.8,23
16,1.8,25
16,1.8,30
16,1.8,32
16,1.8,35
16,1.8,37
16,1.8,39
16,1.8,43
16,1.8,46
16,1.8,48
16,1.8,51
16,1.8,55
16,1.8,60
16,1.8,65
16,1.8,70
16,1.8,75
16,1.8,80
16,1.8,85
16,1.8,90
16,1.8,95
16,1.8,100
18,0.0001,0
18,0.0001,0
18,0.0001,0
18,0.0001,0
18,0.0001,10
18,0.0001,10
18,0.0001,10
18,0.0001,10
18,0.0001,15
18,0.0001,15
18,0.0001,16
18,0.0001,17
18,0.0001,20
18,0.0001,23
18,0.0001,25
18,0.0001,30
18,0.0001,32
18,0.0001,35
18,0.0001,37
18,0.0001,39
18,0.0001,43
18,0.0001,46
18,0.0001,48
18,0.0001,51
18,0.0001,55
18,0.0001,60
18,0.0001,65
18,0.0001,70
18,0.0001,75
18,0.0001,80
18,0.0001,85
18,0.0001,90
18,0.0001,95
18,0.0001,100
18,0.0009,0
18,0.0009,0
18,0.0009,0
18,0.0009,0
18,0.0009,10
18,0.0009,10
18,0.0009,10
18,0.0009,10
18,0.0009,15
18,0.0009,15
18,0.0009,16
18,0.0009,17
18,0.0009,20
18,0.0009,23
18,0.0009,25
18,0.0009,30
18,0.0009,32
18,0.0009,35
18,0.0009,37
18,0.0009,39
18,0.0009,43
18,0.0009,46
18,0.0009,48
18,0.0009,51
18,0.0009,55
18,0.0009,60
18,0.0009,65
18,0.0009,70
18,0.0009,75
18,0.0009,80
18,0.0009,85
18,0.0009,90
18,0.0009,95
18,0.0009,100
18,0.0012,0
18,0.0012,0
18,0.0012,0
18,0.0012,0
18,0.0012,10
18,0.0012,10
18,0.0012,10
18,0.0012,10
18,0.0012,15
18,0.0012,15
18,0.0012,16
18,0.0012,17
18,0.0012,20
18,0.0012,23
18,0.0012,25
18,0.0012,30
18,0.0012,32
18,0.0012,35
18,0.0012,37
18,0.0012,39
18,0.0012,43
18,0.0012,46
18,0.0012,48
18,0.0012,51
18,0.0012,55
18,0.0012,60
18,0.0012,65
18,0.0012,70
18,0.0012,75
18,0.0012,80
18,0.0012,85
18,0.0012,90
18,0.0012,95
18,0.0012,100
18,0.0017,0
18,0.0017,0
18,0.0017,0
18,0.0017,0
18,0.0017,10
18,0.0017,10
18,0.0017,10
18,0.0017,10
18,0.0017,15
18,0.0017,15
18,0.0017,16
18,0.0017,17
18,0.0017,20
18,0.0017,23
18,0.0017,25
18,0.0017,30
18,0.0017,32
18,0.0017,35
18,0.0017,37
18,0.0017,39
18,0.0017,43
18,0.0017,46
18,0.0017,48
18,0.0017,51
18,0.0017,55
18,0.0017,60
18,0.0017,65
18,0.0017,70
18,0.0017,75
18,0.0017,80
18,0.0017,85
18,0.0017,90
18,0.0017,95
18,0.0017,100
18,0.0025,0
18,0.0025,0
18,0.0025,0
18,0.0025,0
18,0.0025,10
18,0.0025,10
18,0.0025,10
18,0.0025,10
18,0.0025,15
18,0.0025,15
18,0.0025,16
18,0.0025,17
18,0.0025,20
18,0.0025,23
18,0.0025,25
18,0.0025,30
18,0.0025,32
18,0.0025,35
18,0.0025,37
18,0.0025,39
18,0.0025,43
18,0.0025,46
18,0.0025,48
18,0.0025,51
18,0.0025,55
18,0.0025,60
18,0.0025,65
18,0.0025,70
18,0.0025,75
18,0.0025,80
18,0.0025,85
18,0.0025,90
18,0.0025,95
18,0.0025,100
18,0.003,0
18,0.003,0
18,0.003,0
18,0.003,0
18,0.003,10
18,0.003,10
18,0.003,10
18,0.003,10
18,0.003,15
18,0.003,15
18,0.003,16
18,0.003,17
18,0.003,20
18,0.003,23
18,0.003,25
18,0.003,30
18,0.003,32
18,0.003,35
18,0.003,37
18,0.003,39
18,0.003,43
18,0.003,46
18,0.003,48
18,0.003,51
18,0.003,55
18,0.003,60
18,0.003,65
18,0.003,70
18,0.003,75
18,0.003,80
18,0.003,85
18,0.003,90
18,0.003,95
18,0.003,100
18,0.006,0
18,0.006,0
18,0.006,0
18,0.006,0
18,0.006,10
18,0.006,10
18,0.006,10
18,0.006,10
18,0.006,15
18,0.006,15
18,0.006,16
18,0.006,17
18,0.006,20
18,0.006,23
18,0.006,25
18,0.006,30
18,0.006,32
18,0.006,35
18,0.006,37
18,0.006,39
18,0.006,43
18,0.006,46
18,0.006,48
18,0.006,51
18,0.006,55
18,0.006,60
18,0.006,65
18,0.006,70
18,0.006,75
18,0.006,80
18,0.006,85
18,0.006,90
18,0.006,95
18,0.006,100
18,0.01,0
18,0.01,0
18,0.01,0
18,0.01,0
18,0.01,10
18,0.01,10
18,0.01,10
18,0.01,10
18,0.01,15
18,0.01,15
18,0.01,16
18,0.01,17
18,0.01,20
18,0.01,23
18,0.01,25
18,0.01,30
18,0.01,32
18,0.01,35
18,0.01,37
18,0.01,39
18,0.01,43
18,0.01,46
18,0.01,48
18,0.01,51
18,0.01,55
18,0.01,60
18,0.01,65
18,0.01,70
18,0.01,75
18,0.01,80
18,0.01,85
18,0.01,90
18,0.01,95
18,0.01,100
18,0.03,0
18,0.03,0
18,0.03,0
18,0.03,0
18,0.03,10
18,0.03,10
18,0.03,10
18,0.03,10
18,0.03,15
18,0.03,15
18,0.03,16
18,0.03,17
18,0.03,20
18,0.03,23
18,0.03,25
18,0.03,30
18,0.03,32
18,0.03,35
18,0.03,37
18,0.03,39
18,0.03,43
18,0.03,46
18,0.03,48
18,0.03,51
18,0.03,55
18,0.03,60
18,0.03,65
18,0.03,70
18,0.03,75
18,0.03,80
18,0.03,85
18,0.03,90
18,0.03,95
18,0.03,100
18,0.05,0
18,0.05,0
18,0.05,0
18,0.05,0
18,0.05,10
18,0.05,10
18,0.05,10
18,0.05,10
18,0.05,15
18,0.05,15
18,0.05,16
18,0.05,17
18,0.05,20
18,0.05,23
18,0.05,25
18,0.05,30
18,0.05,32
18,0.05,35
18,0.05,37
18,0.05,39
18,0.05,43
18,0.05,46
18,0.05,48
18,0.05,51
18,0.05,55
18,0.05,60
18,0.05,65
18,0.05,70
18,0.05,75
18,0.05,80
18,0.05,85
18,0.05,90
18,0.05,95
18,0.05,100
18,0.1,0
18,0.1,0
18,0.1,0
18,0.1,0
18,0.1,10
18,0.1,10
18,0.1,10
18,0.1,10
18,0.1,15
18,0.1,15
18,0.1,16
18,0.1,17
18,0.1,20
18,0.1,23
18,0.1,25
18,0.1,30
18,0.1,32
18,0.1,35
18,0.1,37
18,0.1,39
18,0.1,43
18,0.1,46
18,0.1,48
18,0.1,51
18,0.1,55
18,0.1,60
18,0.1,65
18,0.1,70
18,0.1,75
18,0.1,80
18,0.1,85
18,0.1,90
18,0.1,95
18,0.1,100
18,0.25,0
18,0.25,0
18,0.25,0
18,0.25,0
18,0.25,10
18,0.25,10
18,0.25,10
18,0.25,10
18,0.25,15
18,0.25,15
18,0.25,16
18,0.25,17
18,0.25,20
18,0.25,23
18,0.25,25
18,0.25,30
18,0.25,32
18,0.25,35
18,0.25,37
18,0.25,39
18,0.25,43
18,0.25,46
18,0.25,48
18,0.25,51
18,0.25,55
18,0.25,60
18,0.25,65
18,0.25,70
18,0.25,75
18,0.25,80
18,0.25,85
18,0.25,90
18,0.25,95
18,0.25,100
18,0.4,0
18,0.4,0
18,0.4,0
18,0.4,0
18,0.4,10
18,0.4,10
18,0.4,10
18,0.4,10
18,0.4,15
18,0.4,15
18,0.4,16
18,0.4,17
18,0.4,20
18,0.4,23
18,0.4,25
18,0.4,30
18,0.4,32
18,0.4,35
18,0.4,37
18,0.4,39
18,0.4,43
18,0.4,46
18,0.4,48
18,0.4,51
18,0.4,55
18,0.4,60
18,0.4,65
18,0.4,70
18,0.4,75
18,0.4,80
18,0.4,85
18,0.4,90
18,0.4,95
18,0.4,100
18,0.55,0
18,0.55,0
18,0.55,0
18,0.55,0
18,0.55,10
18,0.55,10
18,0.55,10
18,0.55,10
18,0.55,15
18,0.55,15
18,0.55,16
18,0.55,17
18,0.55,20
18,0.55,23
18,0.55,25
18,0.55,30
18,0.55,32
18,0.55,35
18,0.55,37
18,0.55,39
18,0.55,43
18,0.55,46
18,0.55,48
18,0.55,51
18,0.55,55
18,0.55,60
18,0.55,65
18,0.55,70
18,0.55,75
18,0.55,80
18,0.55,85
18,0.55,90
18,0.55,95
18,0.55,100
18,0.7,0
18,0.7,0
18,0.7,0
18,0.7,0
18,0.7,10
18,0.7,10
18,0.7,10
18,0.7,10
18,0.7,15
18,0.7,15
18,0.7,16
18,0.7,17
18,0.7,20
18,0.7,23
18,0.7,25
18,0.7,30
18,0.7,32
18,0.7,35
18,0.7,37
18,0.7,39
18,0.7,43
18,0.7,46
18,0.7,48
18,0.7,51
18,0.7,55
18,0.7,60
18,0.7,65
18,0.7,70
18,0.7,75
18,0.7,80
18,0.7,85
18,0.7,90
18,0.7,95
18,0.7,100
18,0.85,0
18,0.85,0
18,0.85,0
18,0.85,0
18,0.85,10
18,0.85,10
18,0.85,10
18,0.85,10
18,0.85,15
18,0.85,15
18,0.85,16
18,0.85,17
18,0.85,20
18,0.85,23
18,0.85,25
18,0.85,30
18,0.85,32
18,0.85,35
18,0.85,37
18,0.85,39
18,0.85,43
18,0.85,46
18,0.85,48
18,0.85,51
18,0.85,55
18,0.85,60
18,0.85,65
18,0.85,70
18,0.85,75
18,0.85,80
18,0.85,85
18,0.85,90
18,0.85,95
18,0.85,100
18,1,0
18,1,0
18,1,0
18,1,0
18,1,10
18,1,10
18,1,10
18,1,10
18,1,15
18,1,15
18,1,16
18,1,17
18,1,20
18,1,23
18,1,25
18,1,30
18,1,32
18,1,35
18,1,37
18,1,39
18,1,43
18,1,46
18,1,48
18,1,51
18,1,55
18,1,60
18,1,65
18,1,70
18,1,75
18,1,80
18,1,85
18,1,90
18,1,95
18,1,100
18,1.2,0
18,1.2,0
18,1.2,0
18,1.2,0
18,1.2,10
18,1.2,10
18,1.2,10
18,1.2,10
18,1.2,15
18,1.2,15
18,1.2,16
18,1.2,17
18,1.2,20
18,1.2,23
18,1.2,25
18,1.2,30
18,1.2,32
18,1.2,35
18,1.2,37
18,1.2,39
18,1.2,43
18,1.2,46
18,1.2,48
18,1.2,51
18,1.2,55
18,1.2,60
18,1.2,65
18,1.2,70
18,1.2,75
18,1.2,80
18,1.2,85
18,1.2,90
18,1.2,95
18,1.2,100
18,1.4,0
18,1.4,0
18,1.4,0
18,1.4,0
18,1.4,10
18,1.4,10
18,1.4,10
18,1.4,10
18,1.4,15
18,1.4,15
18,1.4,16
18,1.4,17
18,1.4,20
18,1.4,23
18,1.4,25
18,1.4,30
18,1.4,32
18,1.4,35
18,1.4,37
18,1.4,39
18,1.4,43
18,1.4,46
18,1.4,48
18,1.4,51
18,1.4,55
18,1.4,60
18,1.4,65
18,1.4,70
18,1.4,75
18,1.4,80
18,1.4,85
18,1.4,90
18,1.4,95
18,1.4,100
18,1.6,0
18,1.6,0
18,1.6,0
18,1.6,0
18,1.6,10
18,1.6,10
18,1.6,10
18,1.6,10
18,1.6,15
18,1.6,15
18,1.6,16
18,1.6,17
18,1.6,20
18,1.6,23
18,1.6,25
18,1.6,30
18,1.6,32
18,1.6,35
18,1.6,37
18,1.6,39
18,1.6,43
18,1.6,46
18,1.6,48
18,1.6,51
18,1.6,55
18,1.6,60
18,1.6,65
18,1.6,70
18,1.6,75
18,1.6,80
18,1.6,85
18,1.6,90
18,1.6,95
18,1.6,100
18,1.8,0
18,1.8,0
18,1.8,0
18,1.8,0
18,1.8,10
18,1.8,10
18,1.8,10
18,1.8,10
18,1.8,15
18,1.8,15
18,1.8,16
18,1.8,17
18,1.8,20
18,1.8,23
18,1.8,25
18,1.8,30
18,1.8,32
18,1.8,35
18,1.8,37
18,1.8,39
18,1.8,43
18,1.8,46
18,1.8,48
18,1.8,51
18,1.8,55
18,1.8,60
18,1.8,65
18,1.8,70
18,1.8,75
18,1.8,80
18,1.8,85
18,1.8,90
18,1.8,95
18,1.8,100
20,0.0001,0
20,0.0001,0
20,0.0001,0
20,0.0001,0
20,0.0001,10
20,0.0001,10
20,0.0001,10
20,0.0001,10
20,0.0001,15
20,0.0001,15
20,0.0001,16
20,0.0001,17
20,0.0001,20
20,0.0001,23
20,0.0001,25
20,0.0001,30
20,0.0001,32
20,0.0001,35
20,0.0001,37
20,0.0001,39
20,0.0001,43
20,0.0001,46
20,0.0001,48
20,0.0001,51
20,0.0001,55
20,0.0001,60
20,0.0001,65
20,0.0001,70
20,0.0001,75
20,0.0001,80
20,0.0001,85
20,0.0001,90
20,0.0001,95
20,0.0001,100
20,0.0009,0
20,0.0009,0
20,0.0009,0
20,0.0009,0
20,0.0009,10
20,0.0009,10
20,0.0009,10
20,0.0009,10
20,0.0009,15
20,0.0009,15
20,0.0009,16
20,0.0009,17
20,0.0009,20
20,0.0009,23
20,0.0009,25
20,0.0009,30
20,0.0009,32
20,0.0009,35
20,0.0009,37
20,0.0009,39
20,0.0009,43
20,0.0009,46
20,0.0009,48
20,0.0009,51
20,0.0009,55
20,0.0009,60
20,0.0009,65
20,0.0009,70
20,0.0009,75
20,0.0009,80
20,0.0009,85
20,0.0009,90
20,0.0009,95
20,0.0009,100
20,0.0012,0
20,0.0012,0
20,0.0012,0
20,0.0012,0
20,0.0012,10
20,0.0012,10
20,0.0012,10
20,0.0012,10
20,0.0012,15
20,0.0012,15
20,0.0012,16
20,0.0012,17
20,0.0012,20
20,0.0012,23
20,0.0012,25
20,0.0012,30
20,0.0012,32
20,0.0012,35
20,0.0012,37
20,0.0012,39
20,0.0012,43
20,0.0012,46
20,0.0012,48
20,0.0012,51
20,0.0012,55
20,0.0012,60
20,0.0012,65
20,0.0012,70
20,0.0012,75
20,0.0012,80
20,0.0012,85
20,0.0012,90
20,0.0012,95
20,0.0012,100
20,0.0017,0
20,0.0017,0
20,0.0017,0
20,0.0017,0
20,0.0017,10
20,0.0017,10
20,0.0017,10
20,0.0017,10
20,0.0017,15
20,0.0017,15
20,0.0017,16
20,0.0017,17
20,0.0017,20
20,0.0017,23
20,0.0017,25
20,0.0017,30
20,0.0017,32
20,0.0017,35
20,0.0017,37
20,0.0017,39
20,0.0017,43
20,0.0017,46
20,0.0017,48
20,0.0017,51
20,0.0017,55
20,0.0017,60
20,0.0017,65
20,0.0017,70
20,0.0017,75
20,0.0017,80
20,0.0017,85
20,0.0017,90
20,0.0017,95
20,0.0017,100
20,0.0025,0
20,0.0025,0
20,0.0025,0
20,0.0025,0
20,0.0025,10
20,0.0025,10
20,0.0025,10
20,0.0025,10
20,0.0025,15
20,0.0025,15
20,0.0025,16
20,0.0025,17
20,0.0025,20
20,0.0025,23
20,0.0025,25
20,0.0025,30
20,0.0025,32
20,0.0025,35
20,0.0025,37
20,0.0025,39
20,0.0025,43
20,0.0025,46
20,0.0025,48
20,0.0025,51
20,0.0025,55
20,0.0025,60
20,0.0025,65
20,0.0025,70
20,0.0025,75
20,0.0025,80
20,0.0025,85
20,0.0025,90
20,0.0025,95
20,0.0025,100
20,0.003,0
20,0.003,0
20,0.003,0
20,0.003,0
20,0.003,10
20,0.003,10
20,0.003,10
20,0.003,10
20,0.003,15
20,0.003,15
20,0.003,16
20,0.003,17
20,0.003,20
20,0.003,23
20,0.003,25
20,0.003,30
20,0.003,32
20,0.003,35
20,0.003,37
20,0.003,39
20,0.003,43
20,0.003,46
20,0.003,48
20,0.003,51
20,0.003,55
20,0.003,60
20,0.003,65
20,0.003,70
20,0.003,75
20,0.003,80
20,0.003,85
20,0.003,90
20,0.003,95
20,0.003,100
20,0.006,0
20,0.006,0
20,0.006,0
20,0.006,0
20,0.006,10
20,0.006,10
20,0.006,10
20,0.006,10
20,0.006,15
20,0.006,15
20,0.006,16
20,0.006,17
20,0.006,20
20,0.006,23
20,0.006,25
20,0.006,30
20,0.006,32
20,0.006,35
20,0.006,37
20,0.006,39
20,0.006,43
20,0.006,46
20,0.006,48
20,0.006,51
20,0.006,55
20,0.006,60
20,0.006,65
20,0.006,70
20,0.006,75
20,0.006,80
20,0.006,85
20,0.006,90
20,0.006,95
20,0.006,100
20,0.01,0
20,0.01,0
20,0.01,0
20,0.01,0
20,0.01,10
20,0.01,10
20,0.01,10
20,0.01,10
20,0.01,15
20,0.01,15
20,0.01,16
20,0.01,17
20,0.01,20
20,0.01,23
20,0.01,25
20,0.01,30
20,0.01,32
20,0.01,35
20,0.01,37
20,0.01,39
20,0.01,43
20,0.01,46
20,0.01,48
20,0.01,51
20,0.01,55
20,0.01,60
20,0.01,65
20,0.01,70
20,0.01,75
20,0.01,80
20,0.01,85
20,0.01,90
20,0.01,95
20,0.01,100
20,0.03,0
20,0.03,0
20,0.03,0
20,0.03,0
20,0.03,10
20,0.03,10
20,0.03,10
20,0.03,10
20,0.03,15
20,0.03,15
20,0.03,16
20,0.03,17
20,0.03,20
20,0.03,23
20,0.03,25
20,0.03,30
20,0.03,32
20,0.03,35
20,0.03,37
20,0.03,39
20,0.03,43
20,0.03,46
20,0.03,48
20,0.03,51
20,0.03,55
20,0.03,60
20,0.03,65
20,0.03,70
20,0.03,75
20,0.03,80
20,0.03,85
20,0.03,90
20,0.03,95
20,0.03,100
20,0.05,0
20,0.05,0
20,0.05,0
20,0.05,0
20,0.05,10
20,0.05,10
20,0.05,10
20,0.05,10
20,0.05,15
20,0.05,15
20,0.05,16
20,0.05,17
20,0.05,20
20,0.05,23
20,0.05,25
20,0.05,30
20,0.05,32
20,0.05,35
20,0.05,37
20,0.05,39
20,0.05,43
20,0.05,46
20,0.05,48
20,0.05,51
20,0.05,55
20,0.05,60
20,0.05,65
20,0.05,70
20,0.05,75
